ID,Name,Dex,Set,Era,Rarity,Artist,Image URL (High Res),TCGPlayer Market Link
sv4pt5-233,Gardevoir ex,282.0,Paldean Fates,Scarlet & Violet,Special Illustration Rare,Kuroimori,https://images.pokemontcg.io/sv4pt5/233_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4pt5-233
sv1-245,Gardevoir ex,282.0,Scarlet & Violet,Scarlet & Violet,Special Illustration Rare,Jiro Sasumo,https://images.pokemontcg.io/sv1/245_hires.png,https://prices.pokemontcg.io/tcgplayer/sv1-245
me1-178,Mega Gardevoir ex,282.0,Mega Evolution,Mega Evolution,Special Illustration Rare,Unknown,https://images.pokemontcg.io/me1/178_hires.png,https://prices.pokemontcg.io/tcgplayer/me1-178
sv8-212,Slakoth,287.0,Surging Sparks,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/212_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-212
me1-137,Ninjask,291.0,Mega Evolution,Mega Evolution,Illustration Rare,Unknown,https://images.pokemontcg.io/me1/137_hires.png,https://prices.pokemontcg.io/tcgplayer/me1-137
me1-144,Shedinja,292.0,Mega Evolution,Mega Evolution,Illustration Rare,Unknown,https://images.pokemontcg.io/me1/144_hires.png,https://prices.pokemontcg.io/tcgplayer/me1-144
sv4-212,Loudred,294.0,Paradox Rift,Scarlet & Violet,Illustration Rare,NC Empire,https://images.pokemontcg.io/sv4/212_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-212
me2pt5-246,Mawile,303.0,Ascended Heroes,Mega Evolution,Illustration Rare,sowsow,https://images.scrydex.com/pokemon/me2pt5-246/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-246
sv6-184,Lairon,305.0,Twilight Masquerade,Scarlet & Violet,Illustration Rare,Dsuke,https://images.pokemontcg.io/sv6/184_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6-184
sv7-153,Meditite,307.0,Stellar Crown,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv7/153_hires.png,https://prices.pokemontcg.io/tcgplayer/sv7-153
me2pt5-241,Medicham,308.0,Ascended Heroes,Mega Evolution,Illustration Rare,KEIICHIRO ITO,https://images.scrydex.com/pokemon/me2pt5-241/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-241
sv10-196,Electrike,309.0,Destined Rivals,Scarlet & Violet,Illustration Rare,Nakamura Ippan,https://images.pokemontcg.io/sv10/196_hires.png,https://prices.pokemontcg.io/tcgplayer/sv10-196
sv4-193,Plusle,311.0,Paradox Rift,Scarlet & Violet,Illustration Rare,OKACHEKE,https://images.pokemontcg.io/sv4/193_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-193
sv4-194,Minun,312.0,Paradox Rift,Scarlet & Violet,Illustration Rare,OKACHEKE,https://images.pokemontcg.io/sv4/194_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-194
sv7-154,Gulpin,316.0,Stellar Crown,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv7/154_hires.png,https://prices.pokemontcg.io/tcgplayer/sv7-154
me2-127,Mega Sharpedo ex,319.0,Phantasmal Flames,Mega Evolution,Special Illustration Rare,nagimiso,https://images.pokemontcg.io/me2/127_hires.png,https://prices.pokemontcg.io/tcgplayer/me2-127
sv9-162,Wailord,321.0,Journey Together,Scarlet & Violet,Illustration Rare,Katsunori Sato,https://images.pokemontcg.io/sv9/162_hires.png,https://prices.pokemontcg.io/tcgplayer/sv9-162
me2pt5-223,Numel,322.0,Ascended Heroes,Mega Evolution,Illustration Rare,Yoshimi Miyoshi,https://images.scrydex.com/pokemon/me2pt5-223/large,N/A
sv6-172,Torkoal,324.0,Twilight Masquerade,Scarlet & Violet,Illustration Rare,Masa,https://images.pokemontcg.io/sv6/172_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6-172
sv8-206,Vibrava,329.0,Surging Sparks,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/206_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-206
me2-101,Flygon,330.0,Phantasmal Flames,Mega Evolution,Illustration Rare,Ryota Murayama,https://images.pokemontcg.io/me2/101_hires.png,https://prices.pokemontcg.io/tcgplayer/me2-101
sv4-213,Swablu,333.0,Paradox Rift,Scarlet & Violet,Illustration Rare,Jiro Sasumo,https://images.pokemontcg.io/sv4/213_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-213
sv4-253,Altaria ex,334.0,Paradox Rift,Scarlet & Violet,Special Illustration Rare,Jiro Sasumo,https://images.pokemontcg.io/sv4/253_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-253
sv7-145,Lileep,345.0,Stellar Crown,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv7/145_hires.png,https://prices.pokemontcg.io/tcgplayer/sv7-145
sv8-198,Feebas,349.0,Surging Sparks,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/198_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-198
sv8-237,Milotic ex,350.0,Surging Sparks,Scarlet & Violet,Special Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/237_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-237
sv8-195,Castform Sunny Form,351.0,Surging Sparks,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/195_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-195
sv8-213,Kecleon,352.0,Surging Sparks,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/213_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-213
me2pt5-234,Banette,354.0,Ascended Heroes,Mega Evolution,Illustration Rare,YASHIRO Nanaco,https://images.scrydex.com/pokemon/me2pt5-234/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-234
sv6pt5-68,Duskull,355.0,Shrouded Fable,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv6pt5/68_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6pt5-68
sv6pt5-69,Dusclops,356.0,Shrouded Fable,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv6pt5/69_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6pt5-69
sv2-195,Tropius,357.0,Paldea Evolved,Scarlet & Violet,Illustration Rare,Jerky,https://images.pokemontcg.io/sv2/195_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-195
sv6-179,Chimecho,358.0,Twilight Masquerade,Scarlet & Violet,Illustration Rare,REND,https://images.pokemontcg.io/sv6/179_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6-179
me1-180,Mega Absol ex,359.0,Mega Evolution,Mega Evolution,Special Illustration Rare,Unknown,https://images.pokemontcg.io/me1/180_hires.png,https://prices.pokemontcg.io/tcgplayer/me1-180
me2pt5-227,Snorunt,361.0,Ascended Heroes,Mega Evolution,Illustration Rare,Dsuke,https://images.scrydex.com/pokemon/me2pt5-227/large,N/A
sv4-188,Snorunt,361.0,Paradox Rift,Scarlet & Violet,Illustration Rare,Narumi Sato,https://images.pokemontcg.io/sv4/188_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-188
sv8-199,Spheal,363.0,Surging Sparks,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/199_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-199
sv10-195,Clamperl,366.0,Destined Rivals,Scarlet & Violet,Illustration Rare,Mori Yuu,https://images.pokemontcg.io/sv10/195_hires.png,https://prices.pokemontcg.io/tcgplayer/sv10-195
sv5-173,Relicanth,369.0,Temporal Forces,Scarlet & Violet,Illustration Rare,Mitsuhiro Arita,https://images.pokemontcg.io/sv5/173_hires.png,https://prices.pokemontcg.io/tcgplayer/sv5-173
sv9-187,Salamence ex,373.0,Journey Together,Scarlet & Violet,Special Illustration Rare,Tsuyoshi Nagano,https://images.pokemontcg.io/sv9/187_hires.png,https://prices.pokemontcg.io/tcgplayer/sv9-187
sv5-178,Metagross,376.0,Temporal Forces,Scarlet & Violet,Illustration Rare,Katsunori Sato,https://images.pokemontcg.io/sv5/178_hires.png,https://prices.pokemontcg.io/tcgplayer/sv5-178
me2pt5-289,Steven's Metagross ex,376.0,Ascended Heroes,Mega Evolution,Special Illustration Rare,chibi,https://images.scrydex.com/pokemon/me2pt5-289/large,N/A
sv8-239,Latias ex,380.0,Surging Sparks,Scarlet & Violet,Special Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/239_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-239
me1-181,Mega Latias ex,380.0,Mega Evolution,Mega Evolution,Special Illustration Rare,Unknown,https://images.pokemontcg.io/me1/181_hires.png,https://prices.pokemontcg.io/tcgplayer/me1-181
sv8-203,Latios,381.0,Surging Sparks,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/203_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-203
sv4-199,Groudon,383.0,Paradox Rift,Scarlet & Violet,Illustration Rare,Nurikabe,https://images.pokemontcg.io/sv4/199_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-199
sv5-164,Grotle,388.0,Temporal Forces,Scarlet & Violet,Illustration Rare,Oswaldo KATO,https://images.pokemontcg.io/sv5/164_hires.png,https://prices.pokemontcg.io/tcgplayer/sv5-164
sv6-173,Infernape,392.0,Twilight Masquerade,Scarlet & Violet,Illustration Rare,Krgc,https://images.pokemontcg.io/sv6/173_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6-173
me2-98,Piplup,393.0,Phantasmal Flames,Mega Evolution,Illustration Rare,Jiro Sasumo,https://images.pokemontcg.io/me2/98_hires.png,https://prices.pokemontcg.io/tcgplayer/me2-98
sv1-221,Starly,396.0,Scarlet & Violet,Scarlet & Violet,Illustration Rare,saino misaki,https://images.pokemontcg.io/sv1/221_hires.png,https://prices.pokemontcg.io/tcgplayer/sv1-221
me2pt5-249,Larry's Staraptor,398.0,Ascended Heroes,Mega Evolution,Illustration Rare,kantaro,https://images.scrydex.com/pokemon/me2pt5-249/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-249
me2pt5-221,Budew,406.0,Ascended Heroes,Mega Evolution,Illustration Rare,Yoko Hishida,https://images.scrydex.com/pokemon/me2pt5-221/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-221
sv10-184,Cynthia's Roserade,407.0,Destined Rivals,Scarlet & Violet,Illustration Rare,rika,https://images.pokemontcg.io/sv10/184_hires.png,https://prices.pokemontcg.io/tcgplayer/sv10-184
sv1-208,Pachirisu,417.0,Scarlet & Violet,Scarlet & Violet,Illustration Rare,zig,https://images.pokemontcg.io/sv1/208_hires.png,https://prices.pokemontcg.io/tcgplayer/sv1-208
me2-107,Ambipom,424.0,Phantasmal Flames,Mega Evolution,Illustration Rare,Shigenori Negishi,https://images.pokemontcg.io/me2/107_hires.png,https://prices.pokemontcg.io/tcgplayer/me2-107
me2-128,Mega Lopunny ex,428.0,Phantasmal Flames,Mega Evolution,Special Illustration Rare,Kinu Nishimura,https://images.pokemontcg.io/me2/128_hires.png,https://prices.pokemontcg.io/tcgplayer/me2-128
sv2-212,Mismagius,429.0,Paldea Evolved,Scarlet & Violet,Illustration Rare,aoki,https://images.pokemontcg.io/sv2/212_hires.png,https://prices.pokemontcg.io/tcgplayer/sv2-212
sv5-170,Bronzor,436.0,Temporal Forces,Scarlet & Violet,Illustration Rare,sowsow,https://images.pokemontcg.io/sv5/170_hires.png,https://prices.pokemontcg.io/tcgplayer/sv5-170
sv5-181,Chatot,441.0,Temporal Forces,Scarlet & Violet,Illustration Rare,Scav,https://images.pokemontcg.io/sv5/181_hires.png,https://prices.pokemontcg.io/tcgplayer/sv5-181
me2pt5-244,Cynthia's Spiritomb,442.0,Ascended Heroes,Mega Evolution,Illustration Rare,hncl,https://images.scrydex.com/pokemon/me2pt5-244/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-244
me1-148,Spiritomb,442.0,Mega Evolution,Mega Evolution,Illustration Rare,Unknown,https://images.pokemontcg.io/me1/148_hires.png,https://prices.pokemontcg.io/tcgplayer/me1-148
sv10-232,Cynthia's Garchomp ex,445.0,Destined Rivals,Scarlet & Violet,Special Illustration Rare,HICO KIM,https://images.pokemontcg.io/sv10/232_hires.png,https://prices.pokemontcg.io/tcgplayer/sv10-232
sv4-245,Garchomp ex,445.0,Paradox Rift,Scarlet & Violet,Special Illustration Rare,Oswaldo KATO,https://images.pokemontcg.io/sv4/245_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-245
sv1-215,Riolu,447.0,Scarlet & Violet,Scarlet & Violet,Illustration Rare,Nelnal,https://images.pokemontcg.io/sv1/215_hires.png,https://prices.pokemontcg.io/tcgplayer/sv1-215
me1-179,Mega Lucario ex,448.0,Mega Evolution,Mega Evolution,Special Illustration Rare,Unknown,https://images.pokemontcg.io/me1/179_hires.png,https://prices.pokemontcg.io/tcgplayer/me1-179
me3-97,Drapion,452.0,Perfect Order,Mega Evolution,Illustration Rare,Unknown,https://images.scrydex.com/pokemon/me3-97/large,https://prices.pokemontcg.io/tcgplayer/me3-97
sv4-189,Mantyke,458.0,Paradox Rift,Scarlet & Violet,Illustration Rare,rika,https://images.pokemontcg.io/sv4/189_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-189
me1-140,Snover,459.0,Mega Evolution,Mega Evolution,Illustration Rare,Unknown,https://images.pokemontcg.io/me1/140_hires.png,https://prices.pokemontcg.io/tcgplayer/me1-140
me2pt5-228,Weavile,461.0,Ascended Heroes,Mega Evolution,Illustration Rare,Uninori,https://images.scrydex.com/pokemon/me2pt5-228/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-228
me2pt5-235,Togekiss,468.0,Ascended Heroes,Mega Evolution,Illustration Rare,satoma,https://images.scrydex.com/pokemon/me2pt5-235/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-235
sv10-228,Yanmega ex,469.0,Destined Rivals,Scarlet & Violet,Special Illustration Rare,Tonji Matsuno,https://images.pokemontcg.io/sv10/228_hires.png,https://prices.pokemontcg.io/tcgplayer/sv10-228
sv8pt5-144,Leafeon ex,470.0,Prismatic Evolutions,Scarlet & Violet,Special Illustration Rare,Unknown,https://images.pokemontcg.io/sv8pt5/144_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8pt5-144
sv8pt5-150,Glaceon ex,471.0,Prismatic Evolutions,Scarlet & Violet,Special Illustration Rare,Unknown,https://images.pokemontcg.io/sv8pt5/150_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8pt5-150
sv4-214,Porygon-Z,474.0,Paradox Rift,Scarlet & Violet,Illustration Rare,GOSSAN,https://images.pokemontcg.io/sv4/214_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-214
me3-96,Probopass,476.0,Perfect Order,Mega Evolution,Illustration Rare,Unknown,https://images.scrydex.com/pokemon/me3-96/large,https://prices.pokemontcg.io/tcgplayer/me3-96
sv6-182,Probopass,476.0,Twilight Masquerade,Scarlet & Violet,Illustration Rare,Kariya,https://images.pokemontcg.io/sv6/182_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6-182
sv6pt5-70,Dusknoir,477.0,Shrouded Fable,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv6pt5/70_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6pt5-70
sv6-174,Froslass,478.0,Twilight Masquerade,Scarlet & Violet,Illustration Rare,matazo,https://images.pokemontcg.io/sv6/174_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6-174
me2pt5-275,Mega Froslass ex,478.0,Ascended Heroes,Mega Evolution,Special Illustration Rare,Teeziro,https://images.scrydex.com/pokemon/me2pt5-275/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-275
me2pt5-250,Fan Rotom,479.0,Ascended Heroes,Mega Evolution,Illustration Rare,Yukihiro Tada,https://images.scrydex.com/pokemon/me2pt5-250/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-250
sv10-197,Rotom,479.0,Destined Rivals,Scarlet & Violet,Illustration Rare,Taiga Kayama,https://images.pokemontcg.io/sv10/197_hires.png,https://prices.pokemontcg.io/tcgplayer/sv10-197
me2-126,Rotom ex,479.0,Phantasmal Flames,Mega Evolution,Special Illustration Rare,Yoshimi Miyoshi,https://images.pokemontcg.io/me2/126_hires.png,https://prices.pokemontcg.io/tcgplayer/me2-126
sv8-204,Mesprit,481.0,Surging Sparks,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv8/204_hires.png,https://prices.pokemontcg.io/tcgplayer/sv8-204
sv6pt5-71,Cresselia,488.0,Shrouded Fable,Scarlet & Violet,Illustration Rare,Unknown,https://images.pokemontcg.io/sv6pt5/71_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6pt5-71
sv6-175,Phione,489.0,Twilight Masquerade,Scarlet & Violet,Illustration Rare,takashi shiraishi,https://images.pokemontcg.io/sv6/175_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6-175
sv10-185,Shaymin,492.0,Destined Rivals,Scarlet & Violet,Illustration Rare,Heisuke Kitazawa,https://images.pokemontcg.io/sv10/185_hires.png,https://prices.pokemontcg.io/tcgplayer/sv10-185
zsv10pt5-87,Snivy,495.0,Black Bolt,Scarlet & Violet,Illustration Rare,Yoshimi Miyoshi,https://images.pokemontcg.io/zsv10pt5/87_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-87
zsv10pt5-88,Servine,496.0,Black Bolt,Scarlet & Violet,Illustration Rare,Jiro Sasumo,https://images.pokemontcg.io/zsv10pt5/88_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-88
zsv10pt5-164,Serperior ex,497.0,Black Bolt,Scarlet & Violet,Special Illustration Rare,Ryota Murayama,https://images.pokemontcg.io/zsv10pt5/164_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-164
rsv10pt5-96,Tepig,498.0,White Flare,Scarlet & Violet,Illustration Rare,Orca,https://images.pokemontcg.io/rsv10pt5/96_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-96
rsv10pt5-97,Pignite,499.0,White Flare,Scarlet & Violet,Illustration Rare,Masa,https://images.pokemontcg.io/rsv10pt5/97_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-97
rsv10pt5-98,Emboar,500.0,White Flare,Scarlet & Violet,Illustration Rare,NC Empire,https://images.pokemontcg.io/rsv10pt5/98_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-98
me2pt5-273,Mega Emboar ex,500.0,Ascended Heroes,Mega Evolution,Special Illustration Rare,nagimiso,https://images.scrydex.com/pokemon/me2pt5-273/large,https://prices.pokemontcg.io/tcgplayer/me2pt5-273
rsv10pt5-105,Oshawott,501.0,White Flare,Scarlet & Violet,Illustration Rare,OKACHEKE,https://images.pokemontcg.io/rsv10pt5/105_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-105
rsv10pt5-106,Dewott,502.0,White Flare,Scarlet & Violet,Illustration Rare,Taira Akitsu,https://images.pokemontcg.io/rsv10pt5/106_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-106
rsv10pt5-107,Samurott,503.0,White Flare,Scarlet & Violet,Illustration Rare,DOM,https://images.pokemontcg.io/rsv10pt5/107_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-107
rsv10pt5-152,Patrat,504.0,White Flare,Scarlet & Violet,Illustration Rare,Yukihiro Tada,https://images.pokemontcg.io/rsv10pt5/152_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-152
rsv10pt5-153,Watchog,505.0,White Flare,Scarlet & Violet,Illustration Rare,Mousho,https://images.pokemontcg.io/rsv10pt5/153_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-153
rsv10pt5-154,Lillipup,506.0,White Flare,Scarlet & Violet,Illustration Rare,Narumi Sato,https://images.pokemontcg.io/rsv10pt5/154_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-154
rsv10pt5-155,Herdier,507.0,White Flare,Scarlet & Violet,Illustration Rare,Makura Tami,https://images.pokemontcg.io/rsv10pt5/155_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-155
rsv10pt5-156,Stoutland,508.0,White Flare,Scarlet & Violet,Illustration Rare,Eri Kamei,https://images.pokemontcg.io/rsv10pt5/156_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-156
rsv10pt5-136,Purrloin,509.0,White Flare,Scarlet & Violet,Illustration Rare,Mugi Hamada,https://images.pokemontcg.io/rsv10pt5/136_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-136
rsv10pt5-137,Liepard,510.0,White Flare,Scarlet & Violet,Illustration Rare,matazo,https://images.pokemontcg.io/rsv10pt5/137_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-137
zsv10pt5-89,Pansage,511.0,Black Bolt,Scarlet & Violet,Illustration Rare,saino misaki,https://images.pokemontcg.io/zsv10pt5/89_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-89
zsv10pt5-90,Simisage,512.0,Black Bolt,Scarlet & Violet,Illustration Rare,Yuka Tanaka,https://images.pokemontcg.io/zsv10pt5/90_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-90
rsv10pt5-99,Pansear,513.0,White Flare,Scarlet & Violet,Illustration Rare,GOTO minori,https://images.pokemontcg.io/rsv10pt5/99_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-99
rsv10pt5-100,Simisear,514.0,White Flare,Scarlet & Violet,Illustration Rare,sowsow,https://images.pokemontcg.io/rsv10pt5/100_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-100
zsv10pt5-101,Panpour,515.0,Black Bolt,Scarlet & Violet,Illustration Rare,Hoshino KURO,https://images.pokemontcg.io/zsv10pt5/101_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-101
zsv10pt5-102,Simipour,516.0,Black Bolt,Scarlet & Violet,Illustration Rare,Yoriyuki Ikegami,https://images.pokemontcg.io/zsv10pt5/102_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-102
zsv10pt5-116,Munna,517.0,Black Bolt,Scarlet & Violet,Illustration Rare,miki kudo,https://images.pokemontcg.io/zsv10pt5/116_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-116
zsv10pt5-117,Musharna,518.0,Black Bolt,Scarlet & Violet,Illustration Rare,Mizue,https://images.pokemontcg.io/zsv10pt5/117_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-117
zsv10pt5-148,Pidove,519.0,Black Bolt,Scarlet & Violet,Illustration Rare,Mori Yuu,https://images.pokemontcg.io/zsv10pt5/148_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-148
zsv10pt5-149,Tranquill,520.0,Black Bolt,Scarlet & Violet,Illustration Rare,cochi8i,https://images.pokemontcg.io/zsv10pt5/149_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-149
zsv10pt5-150,Unfezant,521.0,Black Bolt,Scarlet & Violet,Illustration Rare,Yoshioka,https://images.pokemontcg.io/zsv10pt5/150_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-150
sv4-195,Blitzle,522.0,Paradox Rift,Scarlet & Violet,Illustration Rare,matazo,https://images.pokemontcg.io/sv4/195_hires.png,https://prices.pokemontcg.io/tcgplayer/sv4-195
rsv10pt5-114,Blitzle,522.0,White Flare,Scarlet & Violet,Illustration Rare,Natsumi Miyanose,https://images.pokemontcg.io/rsv10pt5/114_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-114
rsv10pt5-115,Zebstrika,523.0,White Flare,Scarlet & Violet,Illustration Rare,REND,https://images.pokemontcg.io/rsv10pt5/115_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-115
rsv10pt5-127,Roggenrola,524.0,White Flare,Scarlet & Violet,Illustration Rare,Yuriko Akase,https://images.pokemontcg.io/rsv10pt5/127_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-127
rsv10pt5-128,Boldore,525.0,White Flare,Scarlet & Violet,Illustration Rare,Krgc,https://images.pokemontcg.io/rsv10pt5/128_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-128
rsv10pt5-129,Gigalith,526.0,White Flare,Scarlet & Violet,Illustration Rare,toi8,https://images.pokemontcg.io/rsv10pt5/129_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-129
rsv10pt5-119,Woobat,527.0,White Flare,Scarlet & Violet,Illustration Rare,Shibuzoh.,https://images.pokemontcg.io/rsv10pt5/119_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-119
rsv10pt5-120,Swoobat,528.0,White Flare,Scarlet & Violet,Illustration Rare,Saboteri,https://images.pokemontcg.io/rsv10pt5/120_hires.png,https://prices.pokemontcg.io/tcgplayer/rsv10pt5-120
zsv10pt5-124,Drilbur,529.0,Black Bolt,Scarlet & Violet,Illustration Rare,Koji Nakata,https://images.pokemontcg.io/zsv10pt5/124_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-124
sv5-174,Excadrill,530.0,Temporal Forces,Scarlet & Violet,Illustration Rare,Saboteri,https://images.pokemontcg.io/sv5/174_hires.png,https://prices.pokemontcg.io/tcgplayer/sv5-174
zsv10pt5-168,Excadrill ex,530.0,Black Bolt,Scarlet & Violet,Special Illustration Rare,Mitsuhiro Arita,https://images.pokemontcg.io/zsv10pt5/168_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-168
zsv10pt5-151,Audino,531.0,Black Bolt,Scarlet & Violet,Illustration Rare,Asako Ito,https://images.pokemontcg.io/zsv10pt5/151_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-151
zsv10pt5-125,Timburr,532.0,Black Bolt,Scarlet & Violet,Illustration Rare,Shigenori Negishi,https://images.pokemontcg.io/zsv10pt5/125_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-125
sv6-183,Timburr,532.0,Twilight Masquerade,Scarlet & Violet,Illustration Rare,Yuriko Akase,https://images.pokemontcg.io/sv6/183_hires.png,https://prices.pokemontcg.io/tcgplayer/sv6-183
zsv10pt5-126,Gurdurr,533.0,Black Bolt,Scarlet & Violet,Illustration Rare,Souichirou Gunjima,https://images.pokemontcg.io/zsv10pt5/126_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-126
zsv10pt5-127,Conkeldurr,534.0,Black Bolt,Scarlet & Violet,Illustration Rare,Kazumasa Yasukuni,https://images.pokemontcg.io/zsv10pt5/127_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-127
zsv10pt5-103,Tympole,535.0,Black Bolt,Scarlet & Violet,Illustration Rare,aspara,https://images.pokemontcg.io/zsv10pt5/103_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-103
zsv10pt5-104,Palpitoad,536.0,Black Bolt,Scarlet & Violet,Illustration Rare,KEIICHIRO ITO,https://images.pokemontcg.io/zsv10pt5/104_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-104
zsv10pt5-105,Seismitoad,537.0,Black Bolt,Scarlet & Violet,Illustration Rare,Shinji Kanda,https://images.pokemontcg.io/zsv10pt5/105_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-105
zsv10pt5-128,Throh,538.0,Black Bolt,Scarlet & Violet,Illustration Rare,GOSSAN,https://images.pokemontcg.io/zsv10pt5/128_hires.png,https://prices.pokemontcg.io/tcgplayer/zsv10pt5-128
